Name,Industry,City,Phone Number,Company Domain Name,Company owner,Lead Source,Lead Source Detail,CR Number
مصنع سحائب طابة للبلاستيك,منتجات البلاستيك والمطاط,منطقة المدينة المنورة,966504116117,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4650061336.0
مصنع احمد سعيد احمد عفيفي للصناعة,مواد البناء,منطقة مكة المكرمة,966569699533,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030272625.0
فرع شركة عبدالقادر البيك وابناؤه,منتجات البلاستيك والمطاط,منطقة مكة المكرمة,966507714077,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030282707.0
مصنع اليم الغربي لتصنيع الثلاجات وغرف التبريد,الالات والمعدات,منطقة مكة المكرمة,966556614535,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030292924.0
شركة مصنع  الأبراج المتخصصة المحدودة,صناعة المعادن,منطقة الرياض,966592081866,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010216301.0
مصنع شركة الزاهد الصناعية للمولدات والمقطورات,الالات والمعدات,منطقة مكة المكرمة,966505486630,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030307243.0
شركة فلورايت للصمامات,الالات والمعدات,المنطقة الشرقية,966505809625,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050107651.0
مصنع ابناء عبدالصمد القرشي للعطور ومستحضرات التجميل,الكيماويات المتخصصة,منطقة مكة المكرمة,966500110339,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4031041735.0
مصنع بركات المدينة للتمور والمواد الغذائية,الأغذية,منطقة المدينة المنورة,966562293414,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4650206075.0
شركة نسمة للأغذية,الأغذية,المنطقة الشرقية,966505804437,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050012911.0
مصنع العرجي للبلاستيك,منتجات البلاستيك والمطاط,المنطقة الشرقية,966505816947,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050016616.0
مصنع الرياض لصهر الخردة,صناعة المعادن,منطقة الرياض,502826190,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010101015.0
مصنع السهم الاسود للمنظفات,الكيماويات المتخصصة,المنطقة الشرقية,565588865,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050033655.0
مصنع منار الخليج للصناعات البلاستيكية,منتجات البلاستيك والمطاط,المنطقة الشرقية,565588865,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050057175.0
مصنع شركة مركز الهيدروليك,الالات والمعدات,منطقة الرياض,504218204,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010157370.0
مصنع مناع ظافر العمري للزجاج المقاوم والمزدوج,مواد البناء,المنطقة الشرقية,505242977,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050050324.0
مصنع سيبكو للبلاستيك,منتجات البلاستيك والمطاط,منطقة مكة المكرمة,505780362,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030122726.0
مصنع انبوب للصناعة,منتجات البلاستيك والمطاط,منطقة الرياض,966505403441,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010216012.0
مصنع جليل الطائف للصناعة,منتجات البلاستيك والمطاط,منطقة مكة المكرمة,966590009100,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4032019128.0
مصنع شركة الخليج لجلفنة المعادن,صناعة المعادن,المنطقة الشرقية,966508127129,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050044752.0
المصنع التقني لمنتجات البوليستيرين,منتجات البلاستيك والمطاط,منطقة الباحه,505773010,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5801007667.0
مصنع السعيد للرخام والحجر,مواد البناء,منطقة الرياض,966562989139,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010157638.0
مصنع سليمان محمد سندى لابواب الكراجات الاتوماتيكية,صناعة المعادن,منطقة المدينة المنورة,966593340444,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4650020472.0
مصنع اكسجين الرياض للغازات الصناعية,الكيماويات الأساسية والمتوسطة,منطقة الرياض,966555635795,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010124060.0
مصنع أكسجين الرياض للغازات الصناعية - فرع مكة المكرمة,الكيماويات الأساسية والمتوسطة,منطقة مكة المكرمة,966555635795,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4031050356.0
مصنع اكسجين الرياض للغازات الصناعية,الكيماويات الأساسية والمتوسطة,المنطقة الشرقية,966555635795,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050091734.0
مصنع تطوير الاعلان والأعمال الفنية,صناعة المعادن,منطقة عسير,506398531,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5855042185.0
مصنع كرنف للمنتجات الكيمائية,الكيماويات المتخصصة,منطقة الرياض,966555270077,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010191517.0
مصنع غربلة لمواد البناء,مواد البناء,منطقة الرياض,966505672584,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1011018979.0
مصنع المحور الماسي للصناعة,صناعة المعادن,منطقة عسير,966506367368,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5855351149.0
مصنع ابراهيم جاسم الثنيان للبلاستيك,منتجات البلاستيك والمطاط,منطقة الرياض,505453525,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010187024.0
مصنع الرافد الغذائي للصناعة,الأغذية,منطقة مكة المكرمة,966550009916,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4031059530.0
مصنع التغليف الذكي للصناعة,منتجات البلاستيك والمطاط,منطقة مكة المكرمة,561111065,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030233968.0
شركة حبيب البيئة,منتجات البلاستيك والمطاط,منطقة الرياض,558860300,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1111111111.0
مصنع محمد قائد الحداد للحجر الصناعي,مواد البناء,منطقة الرياض,563590754,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010199577.0
مصنع سليمان عبد الله الجبري للصناعة,منتجات البلاستيك والمطاط,منطقة القصيم,966557589248,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1128006043.0
مصنع يوسف ناصر الشهيلي للكرافانات وهياكل السيارات,السيارات,المنطقة الشرقية,966553863568,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2511023239.0
مصنع عصام منصور الغامدي للثلاجات والشوايات,الالات والمعدات,منطقة مكة المكرمة,564545045,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030290530.0
المصنع الفني لتدوير البلاستيك فرع شركة الجواد للتجارة والصناعة والمقاولا,منتجات البلاستيك والمطاط,المنطقة الشرقية,966546590490,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2252032587.0
مصنع النخبة الاصيلة للبيوت الجاهزة والصناعات الحديدية,صناعة المعادن,منطقة مكة المكرمة,505559650,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030168196.0
شركة مصنع القصيم لنظم الابواب الاتوماتيكية ومستلزمات البناء,صناعة المعادن,منطقة القصيم,966555964376,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1131015164.0
مصنع زهور الشروق للدهانات,الكيماويات المتخصصة,منطقة الرياض,505770812,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010246617.0
مصنع المنيوم الجزيرة للصناعة,صناعة المعادن,المنطقة الشرقية,966553111471,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050045913.0
مصنع العامر للصناعة,صناعة المعادن,منطقة الرياض,966530307777,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010107409.0
مصنع فاركو للحلويات,الأغذية,منطقة الرياض,500596076,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010070153.0
مصنع بستان النخيل للتعبئة والتغليف,الأغذية,منطقة الرياض,966504139067,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1011010813.0
مصنع علي عبدالله آل غريس القحطاني للبلك الأسمنتي المعزول,مواد البناء,منطقة عسير,505744000,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5850027092.0
مصنع وادي الخضراء للصناعه,منتجات البلاستيك والمطاط,منطقة مكة المكرمة,966555525736,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030385797.0
شركة عالم المعادن المحدودة,صناعة المعادن,منطقة الرياض,966530716301,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010147305.0
مصنع عبدالمحسن ناصر الدرسونى للخرسانه الجاهزة,مواد البناء,منطقة حائل,500205098,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,3350019131.0
فرع شركة بوابة الالمنيوم للصناعة,صناعة المعادن,منطقة الرياض,966554440301,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010286340.0
مصنع رمز الريادة لغراء السيراميك,مواد البناء,منطقة الرياض,505222978,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010237918.0
مصنع فهد ابراهيم بن عمران لصناديق ومقطورات النقل المبردة,السيارات,منطقة الرياض,966555425422,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010296835.0
مصنع تقنية الكابلات المستدامة للكابلات والمستلزمات الكهربائية,الالات والمعدات,منطقة مكة المكرمة,966505694002,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030280615.0
شركة مصنع سيا للصناعات الحديدية المحدودة,صناعة المعادن,المنطقة الشرقية,966506854654,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2051043356.0
شركة التميمى لصناعة الاشرطه اللاصقه,منتجات البلاستيك والمطاط,المنطقة الشرقية,550502839,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050020363.0
مصنع سد الشرقية للصناعات المعدنية,صناعة المعادن,المنطقة الشرقية,966505809320,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2051036170.0
مصنع اليمامه العالميه لتدوير البلاستيك,منتجات البلاستيك والمطاط,منطقة مكة المكرمة,554642106,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4032027549.0
مصنع هدية طيبة للصناعة,مواد البناء,منطقة المدينة المنورة,966550781155,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4653001468.0
شركة مصنع بلاستيك شمس للتجارة والصناعة المحدوده,منتجات البلاستيك والمطاط,منطقة القصيم,966555133009,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1131031516.0
مصنع سعيد على غدران للانابيب البلاستيكية,منتجات البلاستيك والمطاط,المنطقة الشرقية,536528354,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050048000.0
مصنع المؤسسة الوطنية للكبريت الزراعي والصناعي,الكيماويات الأساسية والمتوسطة,المنطقة الشرقية,966500015029,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050011769.0
مصنع غدران للآغذية الخفيفه,الأغذية,المنطقة الشرقية,502207579,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2062001807.0
شركة مصنع عبوة للمنتجات البلاستيكية,منتجات البلاستيك والمطاط,منطقة الرياض,966505486795,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010237708.0
مصنع التوحيد للبلاستيك,منتجات البلاستيك والمطاط,منطقة مكة المكرمة,966505618764,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030173471.0
مصنع الشرق الاوسط للصناعه,مواد البناء,منطقة الرياض,966506200230,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010242846.0
مصنع داز السعودية لمنتجات البوليستايرين,منتجات البلاستيك والمطاط,المنطقة الشرقية,966561224949,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2055026010.0
مؤسسة طاهر عمران عبدالعزيز لتشكيل المعادن,صناعة المعادن,منطقة الرياض,506413786,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010248862.0
مصنع كابلات الوطن للكابلات,صناعة المعادن,منطقة الرياض,966594001166,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010308465.0
شركة البلاستيك المتحدة  مساهمة مقفلة,منتجات البلاستيك والمطاط,منطقة الرياض,966555245992,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010068385.0
مصنع محمد عبدالله الشعيبي للصناعة,السيارات,منطقة الرياض,966504655611,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010241007.0
فرع الشركة الوطنية المميزة لمنتجات الايسكريم,الأغذية,منطقة مكة المكرمة,503649615,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030282349.0
مصنع السواط للمنتجات المعدنية لصاحبة عيد صالح هلال السواط,صناعة المعادن,منطقة مكة المكرمة,966564708888,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4032002948.0
مصنع راجي حسين صالح العمودي للمنتجات البلاستيكية,منتجات البلاستيك والمطاط,منطقة مكة المكرمة,966502609124,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030197147.0
مصنع التحويلية للبلاستيك,منتجات البلاستيك والمطاط,منطقة الرياض,966502627775,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1018000186.0
مصنع الافلاج للبلك و الخرسانة الجاهزة,مواد البناء,منطقة الرياض,966554465454,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1015001383.0
مصنع محمد ناصر ال عثيمين لصناعة الهياكل,صناعة المعادن,منطقة الرياض,506410904,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010273119.0
الشركة الصناعية للالمنيوم والرخام  آرشيتال,مواد البناء,منطقة الرياض,966561659500,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010006199.0
مصنع دلتا المنظفات,الكيماويات المتخصصة,منطقة الرياض,966590075805,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010300154.0
مصنع الهلال السعودي للحلاوة و الطحينة السائلة,الأغذية,منطقة مكة المكرمة,966560642410,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030102844.0
شركة تيج العربية المحدودة للتصنيع,الالات والمعدات,المنطقة الشرقية,966500191397,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2055001545.0
شركة الزامل للصناعة,منتجات البلاستيك والمطاط,منطقة مكة المكرمة,966540669591,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030383465.0
شركةمصنع قصر عموريه للصناعة والمقاولات,صناعة المعادن,منطقة الرياض,966505471906,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010329734.0
المطلق لصناعة الأثاث,منتجات البلاستيك والمطاط,المنطقة الشرقية,966558614990,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050044835.0
مصنع ابراهيم عبدالعزيز  سليمان ابو عباه للرخام والحجر,مواد البناء,منطقة القصيم,966503384040,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1132006828.0
شركة مصنع الرياض للوحات الكهربائية شركة شخص واحد,الالات والمعدات,منطقة الرياض,966559454585,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010057494.0
فرع شركة مصنع الرياض للوحات الكهربائية,الالات والمعدات,منطقة الرياض,554455605,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1110100358.0
شركة مصانع الخياط للطوب الاحمر بحرة المحدودة,مواد البناء,منطقة مكة المكرمة,966558224058,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030294477.0
شركة مصانع النمر لمواد البناء,مواد البناء,منطقة الرياض,966505562252,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1116004044.0
شركة باز العالمية للصناعة,صناعة المعادن,المنطقة الشرقية,966555976587,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050025364.0
شركة باز العالمية للصناعة,صناعة المعادن,منطقة مكة المكرمة,966555976587,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030094976.0
مصنع احمد محمد نعيم علي عبدالله للمنتجات الاسمنتيه,مواد البناء,منطقة المدينة المنورة,590804043,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4704000080.0
شركة تصنيع الرافعات السعودية المحدودة,صناعة المعادن,المنطقة الشرقية,966505821544,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050013773.0
مصنع الدولية لصناعة الشوكولاتة والسكاكر والويفر,الأغذية,منطقة الرياض,555982791,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010188102.0
مصنع مخابز وحلويات رغيف الجنادرية,الأغذية,منطقة الرياض,597433303,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010269890.0
مصنع راف التقنية للصناعة,منتجات تكرير النفط,منطقة الرياض,966555496568,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010385542.0
مصنع رأس التشييد للألمنيوم,صناعة المعادن,منطقة القصيم,966505173800,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1132009650.0
مصنع شركة مياه نجران الصحية,الأغذية,منطقة نجران,966569966161,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5950000400.0
مصنع امارة للبلاستيك,منتجات البلاستيك والمطاط,منطقة الرياض,559188850,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010302814.0
شركة عبدالله عبدالعزيز الراجحي واولادة الصناعية,مواد البناء,منطقة الرياض,966546566987,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010324693.0
مصنع البيت المتحد لصناعة البلك الاسمنتي المعزول,مواد البناء,منطقة الرياض,500220090,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010232515.0
مصنع محمد هادي الرشيد للاسفلت,منتجات تكرير النفط,منطقة الرياض,966537990618,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010949391.0
مصنع زهرة فيولا,الكيماويات المتخصصة,منطقة مكة المكرمة,966568064444,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030161860.0
مصنع عمر منصور غالب الشريف للصناعة,الالات والمعدات,منطقة مكة المكرمة,966507012878,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030229080.0
مصنع شركة نجمة العمل للالمنيوم,صناعة المعادن,منطقة الرياض,557773322,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010312589.0
مصنع القمم المتعددة للألمنيوم,مواد البناء,منطقة الرياض,504233886,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010320679.0
شركة نادين العربية للألوان,الكيماويات الأساسية والمتوسطة,منطقة الرياض,966534001012,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010142382.0
مصنع جواهر العملاق للمنظفات,الكيماويات المتخصصة,منطقة حائل,966554275672,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,3350019555.0
مصنع عائض سعيد معيض حويزي للمنتجات الاسمنتية,مواد البناء,منطقة جيزان,966560009222,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5904007992.0
مصنع شركة كيماويات الراتنجات الصناعية,منتجات تكرير النفط,المنطقة الشرقية,966554350384,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050148447.0
مصنع شركة مجموعة البركات المحدودة,الأجهزة والمستلزمات الطبية,منطقة الرياض,966565559310,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010145089.0
مصنع عبدالكريم نمر محمود لإنتاج قطع غيار السيارات التبديلية,السيارات,منطقة الرياض,508127262,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1117002555.0
مصنع الري للمياه الصحية,الأغذية,منطقة مكة المكرمة,966505607096,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030099899.0
شركة مصنع زياد محمد درويش و شركاه للرديترات,السيارات,المنطقة الشرقية,966550185887,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050040017.0
شركة مصنع الرضا للصناعات الغذائية المحدودة,الأغذية,منطقة مكة المكرمة,966553377409,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030005839.0
شركة مصنع محمد مساعد الحازمي واولاده للدهانات,الكيماويات المتخصصة,منطقة الرياض,966555554178,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010173689.0
شركة الصناعات السعودية للأنابيب المحدودة,منتجات البلاستيك والمطاط,منطقة مكة المكرمة,966593004002,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030034186.0
الشركة المتحدة لقطع الغيار,منتجات البلاستيك والمطاط,منطقة مكة المكرمة,503535470,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030120117.0
مصنع المرتجى للبلاستيك,منتجات البلاستيك والمطاط,المنطقة الشرقية,966503236710,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2053016815.0
مصنع احلام الشرق للألمنيوم,صناعة المعادن,منطقة الرياض,966504400088,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010231346.0
شركة مصنع فذ السعودية للمنظفات والمطهرات,الكيماويات المتخصصة,منطقة الرياض,599427422,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010291743.0
مصنع مواسم الأحساء للتمور لصاحبه قاسم حسين المهدي,الأغذية,المنطقة الشرقية,966503866341,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2250040953.0
شركة حرس للصناعات المحدوده,صناعة المعادن,المنطقة الشرقية,966563640575,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050005370.0
شركة البشير للخرسانة الجاهزة,مواد البناء,المنطقة الشرقية,966505379015,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2252025458.0
مصنع الوادي للصناعات المعدنية,الالات والمعدات,منطقة الرياض,966504446575,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010044080.0
مصنع مساعد بن محمد بن مساعد الشهراني للمطاط,منتجات البلاستيك والمطاط,منطقة عسير,966533337223,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5855039618.0
مصنع الغنيم للخرسانة الجاهزة,مواد البناء,المنطقة الشرقية,966551614094,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2057472821.0
فرع شركة القصواء للصناعات الحديدية,صناعة المعادن,المنطقة الشرقية,966557544771,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2055015776.0
مصنع ابراهيم علي جابر عسيري للتعبئة و التغليف,الأغذية,منطقة عسير,966591474410,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5860036060.0
مصنع أطياب البوادي للتمور,الأغذية,منطقة القصيم,966548488880,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1131038737.0
مصنع خالد سعيد الشهري للابواب المعدنية,صناعة المعادن,منطقة تبوك,500006284,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,3550024130.0
الشركة الصناعية لمواد البناء,مواد البناء,منطقة الرياض,566666431,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010008636.0
شركة الرائد العربي للصناعات,منتجات البلاستيك والمطاط,منطقة الرياض,966554451971,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010330190.0
مصنع شركة بيسان السعودية لموانع التسرب شركة الشخص الواحد,منتجات البلاستيك والمطاط,المنطقة الشرقية,966549296965,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050078888.0
